Name;Postanschrift;Hausanschrift;E-Mail;Web;Telefon;Fax
Amtsgericht Rheinbach ;"Amtsgericht Rheinbach 
Postfach 13 40
53350 Rheinbach";"Amtsgericht Rheinbach 
Schweigelstraße 30
53359 Rheinbach";poststelle@ag-rheinbach.nrw.de;http://www.ag-rheinbach.nrw.de;(02226)8010;(02226)801181
Amtsgericht Rheinberg;"Amtsgericht Rheinberg
47493 Rheinberg";"Amtsgericht Rheinberg
Rheinstraße 67
47495 Rheinberg";poststelle@ag-rheinberg.nrw.de;http://www.ag-rheinberg.nrw.de;(02843)1730;(02843)17378
Amtsgericht Rheine ;"Amtsgericht Rheine 
Postfach 11 54
48401 Rheine";"Amtsgericht Rheine 
Salzbergener Straße 29
48431 Rheine";poststelle@ag-rheine.nrw.de;http://www.ag-rheine.de;(05971)40050;(05971)400520
Amtsgericht Ribnitz-Damgarten ;"Amtsgericht Ribnitz-Damgarten 
Postfach 10 92
18301 Ribnitz-Damgarten";"Amtsgericht Ribnitz-Damgarten 
Scheunenweg 10
18311 Ribnitz-Damgarten";verwaltung@ag-ribnitz-damgarten.mv-justiz.de;;(03821)8730;(03821)873193
Amtsgericht Riedlingen ;Amtsgericht Riedlingen ;"Amtsgericht Riedlingen 
Kirchstraße 20
88499 Riedlingen";Poststelle@agriedlingen.justiz.bwl.de;;(07371) 1870;(07371) 187212
Amtsgericht Riesa ;Amtsgericht Riesa ;"Amtsgericht Riesa 
Lauchhammerstraße 10
01591 Riesa";verwaltung-p@agrie.justiz.sachsen.de;http://www.justiz.sachsen.de;(03525)74510;(03525)745111
Amtsgericht Rinteln ;"Amtsgericht Rinteln 
Postfach 11 01 62
31729 Rinteln";"Amtsgericht Rinteln 
Ostertorstraße 3
31737 Rinteln";agri-Poststelle@justiz.niedersachsen.de;http://www.amtsgericht-rinteln.niedersachsen.de;(05751)95370;(05751)953734
Amtsgericht Rockenhausen ;"Amtsgericht Rockenhausen 
Postfach 11 63
67801 Rockenhausen";"Amtsgericht Rockenhausen 
Kreuznacher Straße 37
67806 Rockenhausen";AGRO@zw.jm.rlp.de;http://www.AGRO.justiz.rlp.de;(06361)9140;(06361)914111
Amtsgericht Rosenheim ;"Amtsgericht Rosenheim 
Postfach 11 89
83013 Rosenheim";"Amtsgericht Rosenheim 
Bismarckstraße 1
83022 Rosenheim";Poststelle@ag-ro.bayern.de;http://www.justiz.bayern.de/gericht/ag/ro;(08031)80740;(08031)8074200
Amtsgericht Rostock ;"Amtsgericht Rostock 
Postfach 10 10 38
18002 Rostock";"Amtsgericht Rostock 
Zochstraße 13
18057 Rostock";verwaltung@ag-rostock.mv-justiz.de;;(0381)49570;(0381)4957140 / 4957142
Amtsgericht Rotenburg (Wümme);"Amtsgericht Rotenburg (Wümme)
Postfach 11 40
27341 Rotenburg (Wümme)";"Amtsgericht Rotenburg (Wümme)
Am Pferdemarkt 6
27356 Rotenburg (Wümme)";poststelle@ag-row.niedersachsen.de;http://www.amtsgericht-rotenburgwuemme.niedersachsen.de;(04261)7040;(04261)70470
Amtsgericht Rotenburg a. d. Fulda;"Amtsgericht Rotenburg a. d. Fulda
Postfach 11 50
36187 Rotenburg a. d. Fulda";"Amtsgericht Rotenburg a. d. Fulda
Weidenberggasse 1
36199 Rotenburg a. d. Fulda";verwaltung@ag-rotenburg.justiz.hessen.de;http://www.ag-rotenburg.justiz.hessen.de;(06623)8150;(06623)81545
Amtsgericht Rottenburg am Neckar;"Amtsgericht Rottenburg am Neckar
Postfach 1 49
72102 Rottenburg am Neckar";"Amtsgericht Rottenburg am Neckar
Obere Gasse 44
72108 Rottenburg am Neckar";Poststelle@agrottenburg.justiz.bwl.de;;(07472) 98600;(07472) 986049
Amtsgericht Rottweil ;"Amtsgericht Rottweil 
Postfach 13 54
78613 Rottweil";"Amtsgericht Rottweil 
Königstraße 29
78628 Rottweil";Poststelle@agrottweil.justiz.bwl.de;;(0741) 2430;(0741) 2432345
Amtsgericht Rüdesheim am Rhein;"Amtsgericht Rüdesheim am Rhein
Postfach 12 20
65377 Rüdesheim am Rhein";"Amtsgericht Rüdesheim am Rhein
Gerichtsstraße 9
65385 Rüdesheim am Rhein";verwaltung@ag-ruedesheim.justiz.hessen.de;http://www.ag-ruedesheim.justiz.hessen.de;(06722)90400;(06722)904040
Amtsgericht Rudolstadt ;"Amtsgericht Rudolstadt 
Postfach 10 02 08
07392 Rudolstadt";"Amtsgericht Rudolstadt 
Marktstraße 54
07407 Rudolstadt";Poststelle@agru.thueringen.de;;(03672)4490;(03672)422131
Amtsgericht Rüsselsheim;"Amtsgericht Rüsselsheim
Postfach 11 62
65424 Rüsselsheim";"Amtsgericht Rüsselsheim
Johann-Sebastian-Bach-Str. 45
65428 Rüsselsheim";verwaltung@ag-ruesselsheim.justiz.hessen.de;http://www.ag-ruesselsheim.justiz.hessen.de;(06142)2030;(06142)203100
Landgericht  Ravensburg ;"Landgericht  Ravensburg 
Postfach 16 46
88186 Ravensburg";"Landgericht  Ravensburg 
Marienplatz 7
88212 Ravensburg";Poststelle@lgravensburg.justiz.bwl.de;;(0751) 8060;(0751) 8062395
Landgericht  Regensburg;"Landgericht  Regensburg
93066 Regensburg";"Landgericht  Regensburg
Kumpfmühler Straße 4
93047 Regensburg";Poststelle@lg-r.bayern.de;http://www.lgr.bayern.de/;(0941)20030;(0941)2003299
Landgericht  Rostock ;"Landgericht  Rostock 
Postfach 10 21 89
18003 Rostock";"Landgericht  Rostock 
August-Bebel-Straße 15-20
18055 Rostock";verwaltung@lg-rostock.mv-justiz.de;;(0381) 2410;(0381) 241355
Landgericht  Rottweil ;"Landgericht  Rottweil 
Postfach 13 54
78613 Rottweil";"Landgericht  Rottweil 
Königstraße 20
78628 Rottweil";Poststelle@lgrottweil.justiz.bwl.de;;(0741) 2430;(0741) 2432381
Oberlandesgericht Rostock ;"Oberlandesgericht Rostock 
Postfach 10 73 30
18011 Rostock";"Oberlandesgericht Rostock 
Wallstraße 3
18055 Rostock";verwaltung@olg-rostock.mv-justiz.de;;(0381)3310;(0381)4590991
Amtsgericht Aschersleben Gemeinsames Mahngericht der Länder Sachsen-Anhalt, Sachsen und Thüringen ;Amtsgericht Aschersleben Gemeinsames Mahngericht der Länder Sachsen-Anhalt, Sachsen und Thüringen ;"Amtsgericht Aschersleben Gemeinsames Mahngericht der Länder Sachsen-Anhalt, Sachsen und Thüringen 
Lehrter Straße 15
39418 Staßfurt";poststellezmg@ag-asl.justiz.sachsen-anhalt.de;;(03925)8760;(03925)876252
Amtsgericht Aschersleben Zweigstelle Staßfurt;Amtsgericht Aschersleben Zweigstelle Staßfurt;"Amtsgericht Aschersleben Zweigstelle Staßfurt
Lehrter Straße 15
39418 Staßfurt";-;;(03925)8760;(03925)876255
Amtsgericht Rudolstadt Zweigstelle Saalfeld;"Amtsgericht Rudolstadt Zweigstelle Saalfeld
Postfach 20 53
07306 Saalfeld";"Amtsgericht Rudolstadt Zweigstelle Saalfeld
Beulwitzer Straße 10
07318 Saalfeld";Poststelle@agslf.thueringen.de;;(03671)57450;(03671)574550
Amtsgericht Saarbrücken;"Amtsgericht Saarbrücken
Postfach 10 15 52
66015 Saarbrücken";"Amtsgericht Saarbrücken
Franz-Josef-Röder- Str. 13
66119 Saarbrücken";poststelle@agsb.justiz.saarland.de;http://www.ag-sb.saarland.de;(0681)50105;(0681)5015600
Amtsgericht Saarbrücken Außenstelle Insolvenzgericht;"Amtsgericht Saarbrücken Außenstelle Insolvenzgericht
Postfach 11 41
66272 Sulzbach";"Amtsgericht Saarbrücken Außenstelle Insolvenzgericht
Vopeliusstraße 2
66280 Sulzbach";poststelleslzb@agsb.justiz.saarland.de;http://www.ag-sb.saarland.de;(06897)9082100;(06897)9082210
Amtsgericht Saarbrücken Saarländ. Grundbuchamt;"Amtsgericht Saarbrücken Saarländ. Grundbuchamt
Postfach 10 26 55
66026 Saarbrücken";"Amtsgericht Saarbrücken Saarländ. Grundbuchamt
Mainzer Straße 176
66121 Saarbrücken";poststelle@sgba.justiz.saarland.de;http://www.ag-sb.saarland.de;(0681)50105;(0681)5014040
Amtsgericht Saarbrücken Zentr. Handelsregister Nbst. Heidenkopferdell;"Amtsgericht Saarbrücken Zentr. Handelsregister Nbst. Heidenkopferdell
Postfach 10 15 52
66015 Saarbrücken";"Amtsgericht Saarbrücken Zentr. Handelsregister Nbst. Heidenkopferdell
Bertha-von-Suttner-Straße 2
66123 Saarbrücken";poststellehkd@agsb.justiz.saarland.de;http://www.ag-sb.saarland.de;(0681)50105;(0681)5013700
Amtsgericht Saarburg ;"Amtsgericht Saarburg 
Postfach 12 61
54432 Saarburg";"Amtsgericht Saarburg 
Graf-Siegfried-Straße 56
54439 Saarburg";AGSAA@ko.jm.rlp.de;http://www.AGSAA.justiz.rlp.de;(06581)91490;(06581)914940
Amtsgericht Saarlouis ;"Amtsgericht Saarlouis 
Postfach 11 30
66711 Saarlouis";"Amtsgericht Saarlouis 
Prälat-Subtil-Ring 10
66740 Saarlouis";poststelle@agsls.justiz.saarland.de;http://www.ag-sls.saarland.de;(06831)4450;(06831)445211
Amtsgericht Salzgitter ;"Amtsgericht Salzgitter 
Postfach 10 01 45
38201 Salzgitter";"Amtsgericht Salzgitter 
Joachim-Campe-Straße 15
38226 Salzgitter";poststelle@ag-sz.niedersachsen.de;http://www.amtsgericht-salzgitter.niedersachsen.de;(05341)40940;(05341)4094101
Amtsgericht Sangerhausen ;"Amtsgericht Sangerhausen 
Postfach 10 12 12
06512 Sangerhausen";"Amtsgericht Sangerhausen 
06526 Sangerhausen";Poststelle@ag-sgh.justiz.sachsen-anhalt.de;http://www.justiz.sachsen-anhalt.de/ag-sgh;(03464)2530;(03464)253101
Amtsgericht Sankt Goar ;"Amtsgericht Sankt Goar 
Postfach 11 52
56325 Sankt Goar";"Amtsgericht Sankt Goar 
Bismarckweg 3-4
56329 Sankt Goar";AGGOA@ko.jm.rlp.de;http://www.AGGOA.justiz.rlp.de;(06741)9100;(06741)910260
Amtsgericht Schleiden ;"Amtsgericht Schleiden 
Postfach 11 20
53929 Schleiden";"Amtsgericht Schleiden 
Marienplatz 10
53937 Schleiden";poststelle@ag-schleiden.nrw.de;http://www.ag-schleiden.nrw.de;(02444)95070;(02444)950755
Amtsgericht Schleswig ;"Amtsgericht Schleswig 
Postfach 11 20
24821 Schleswig";"Amtsgericht Schleswig 
Lollfuß 78
24837 Schleswig";verwaltung@ag-schleswig.landsh.de;http://www.ag-schleswig.schleswig-holstein.de;(04621)8150;(04621)815311
Amtsgericht Schlüchtern ;"Amtsgericht Schlüchtern 
Postfach 11 54
36371 Schlüchtern";"Amtsgericht Schlüchtern 
Dreibrüderstraße 12
36381 Schlüchtern";verwaltung@ag-schluechtern.justiz.hessen.de;http://www.ag-schluechtern.justiz.hessen.de;(06661)1580;(06661)15840
Amtsgericht Schmallenberg ;"Amtsgericht Schmallenberg 
Postfach 22 02
57382 Schmallenberg";"Amtsgericht Schmallenberg 
Im Ohle 6
57392 Schmallenberg";poststelle@ag-schmallenberg.nrw.de;http://www.ag-schmallenberg.nrw.de;(02974)96260;(02974)9626-46
Amtsgericht Schönau im Schwarzwald;Amtsgericht Schönau im Schwarzwald;"Amtsgericht Schönau im Schwarzwald
Friedrichstraße 24
79677 Schönau im Schwarzw.";Poststelle@agschoenau.justiz.bwl.de;;(07673) 91130;(07673) 911320
Amtsgericht Schönebeck ;"Amtsgericht Schönebeck 
Postfach 15 51
39212 Schönebeck";"Amtsgericht Schönebeck 
Friedrichstraße 96
39218 Schönebeck";Poststelle@ag-sbk.justiz.sachsen-anhalt.de;http://www.justiz.sachsen-anhalt.de/ag-sbk;(03928)7820;(03928)782144
Amtsgericht Schopfheim ;"Amtsgericht Schopfheim 
Postfach 13 12
79643 Schopfheim";"Amtsgericht Schopfheim 
Hauptstraße 16
79650 Schopfheim";Poststelle@agschopfheim.justiz.bwl.de;;(07622) 67770;(07622) 677767
Amtsgericht Schorndorf ;Amtsgericht Schorndorf ;"Amtsgericht Schorndorf 
Burgschloss
73614 Schorndorf";Poststelle@agschorndorf.justiz.bwl.de;;(07181) 6010;(07181) 601400
Amtsgericht Schwabach ;"Amtsgericht Schwabach 
Postfach 11 40
91124 Schwabach";"Amtsgericht Schwabach 
Weißenburger Straße 8
91126 Schwabach";Poststelle@ag-sc.bayern.de;http://www.justiz.bayern.de/gericht/ag/sc;(09122)18070;(09122)1807199
Amtsgericht Schwäbisch Gmünd;"Amtsgericht Schwäbisch Gmünd
Postfach 11 20
73501 Schwäbisch Gmünd";"Amtsgericht Schwäbisch Gmünd
Rektor-Klaus-Straße 21
73525 Schwäbisch Gmünd";Poststelle@agschwgmuend.justiz.bwl.de;;(07171) 6020;(07171) 602-571 und -541
Amtsgericht Schwäbisch Hall ;"Amtsgericht Schwäbisch Hall 
Postfach 10 01 20
74501 Schwäbisch Hall";"Amtsgericht Schwäbisch Hall 
Unterlimpurger Straße 8
74523 Schwäbisch Hall";Poststelle@agschwaebischhall.justiz.bwl.de;;(0791) 7520;(0791) 7522035
Amtsgericht Schwalmstadt ;"Amtsgericht Schwalmstadt 
Postfach 11 61
34601 Schwalmstadt";"Amtsgericht Schwalmstadt 
Steinkautsweg 2
34613 Schwalmstadt";verwaltung@ag-schwalmstadt.justiz.hessen.de;http://www.ag-schwalmstadt.justiz.hessen.de;(06691)96430;(06691)964396
Amtsgericht Schwandorf;"Amtsgericht Schwandorf
92419 Schwandorf";"Amtsgericht Schwandorf
Kreuzbergstraße 19
92421 Schwandorf";Poststelle@ag-sad.bayern.de;;(09431)3830;(09431)383160
Amtsgericht Schwarzenbek ;"Amtsgericht Schwarzenbek 
Postfach 11 20
21484 Schwarzenbek";"Amtsgericht Schwarzenbek 
Möllner Straße 20
21493 Schwarzenbek";verwaltung@ag-schwarzenbek.landsh.de;http://www.ag-schwarzenbek.schleswig-holstein.de;(04151)8020;(04151)802299
Amtsgericht Schwedt;"Amtsgericht Schwedt
Postfach 1 01 64
16284 Schwedt/ Oder";"Amtsgericht Schwedt
Paul-Meyer-Straße 8
16303 Schwedt/ Oder";verwaltung@AGSDT.BRANDENBURG.DE;http://www.ag-schwedt.brandenburg.de;(03332)5390;(03332)539153
Amtsgericht Schweinfurt ;"Amtsgericht Schweinfurt 
Postfach 40 40
97420 Schweinfurt";"Amtsgericht Schweinfurt 
Rüfferstraße 1
97421 Schweinfurt";Poststelle@ag-sw.bayern.de;http://www.justiz.bayern.de/gericht/ag/sw;(09721)5420;(09721)542190
Amtsgericht Schwelm ;"Amtsgericht Schwelm 
Postfach 2 20
58315 Schwelm";"Amtsgericht Schwelm 
Schulstraße 5
58332 Schwelm";poststelle@ag-schwelm.nrw.de;http://www.ag-schwelm.nrw.de;(02336)4980;(02336)498169
Amtsgericht Schwerin ;"Amtsgericht Schwerin 
Postfach 01 10 43
19010 Schwerin";"Amtsgericht Schwerin 
Demmlerplatz 14
19053 Schwerin";verwaltung@ag-schwerin.mv-justiz.de;;(0385)74150;(0385)7415200
Amtsgericht Schwerte ;"Amtsgericht Schwerte 
Postfach 11 69
58206 Schwerte";"Amtsgericht Schwerte 
Hagener Straße 40
58239 Schwerte";poststelle@ag-schwerte.nrw.de;http://www.ag-schwerte.nrw.de;(02304)240800;(02304)2408080
Amtsgericht Schwetzingen ;"Amtsgericht Schwetzingen 
Postfach 12 80
68702 Schwetzingen";"Amtsgericht Schwetzingen 
Zeyherstraße 6
68723 Schwetzingen";Poststelle@agschwetzingen.justiz.bwl.de;;(06202) 810;(06202) 81336
Amtsgericht Seesen ;"Amtsgericht Seesen 
Postfach 11 51
38711 Seesen";"Amtsgericht Seesen 
Wilhelmsplatz 1
38723 Seesen";poststelle@ag-se.niedersachsen.de;http://www.amtsgericht-seesen.niedersachsen.de;(05381)7860;(05381)786200
Amtsgericht Seligenstadt ;"Amtsgericht Seligenstadt 
Postfach 11 64
63487 Seligenstadt";"Amtsgericht Seligenstadt 
Klein-Welzheimer-Straße 1
63500 Seligenstadt";verwaltung@ag-seligenstadt.justiz.hessen.de;http://www.ag-seligenstadt.justiz.hessen.de;(06182)9310;(06182)931150
Amtsgericht Senftenberg ;"Amtsgericht Senftenberg 
Postfach 10 00 68
01956 Senftenberg";"Amtsgericht Senftenberg 
Schulstr. 4b
01968 Senftenberg";poststelle@arbgs.brandenburg.De;http://www.arbg-senftenberg.brandenburg.de;(03573)37240;(03573)372455
Amtsgericht Siegburg;"Amtsgericht Siegburg
53719 Siegburg";"Amtsgericht Siegburg
Neue Poststraße 16
53721 Siegburg";poststelle@ag-siegburg.nrw.de;http://www.ag-siegburg.nrw.de;(02241)3050;(02241)305300
Amtsgericht Siegen ;"Amtsgericht Siegen 
Postfach 10 12 52
57012 Siegen";"Amtsgericht Siegen 
Berliner Straße 21-22
57072 Siegen";poststelle@ag-siegen.nrw.de;http://www.ag-siegen.nrw.de;(0271)33730;(0271)3373449 /447
Amtsgericht Sigmaringen ;"Amtsgericht Sigmaringen 
Postfach 11 54
72481 Sigmaringen";"Amtsgericht Sigmaringen 
Karlstraße 17
72488 Sigmaringen";Poststelle@agsigmaringen.justiz.bwl.de;;(07571) 1040;(07571) 104877
Amtsgericht Simmern/ Hunsrück;"Amtsgericht Simmern/ Hunsrück
Postfach 3 27
55463 Simmern/ Hunsrück";"Amtsgericht Simmern/ Hunsrück
Schulstraße 5
55469 Simmern/ Hunsrück";AGSIM@ko.jm.rlp.de;http://www.AGSIM.justiz.rlp.de;(06761)95350;(06761)953555
Amtsgericht Singen (Hohentwiel);"Amtsgericht Singen (Hohentwiel)
Postfach 14 40
78213 Singen (Hohentwiel)";"Amtsgericht Singen (Hohentwiel)
Erzbergerstraße 28
78224 Singen (Hohentwiel)";Poststelle@agsingen.justiz.bwl.de;;(07731) 40010;(07731) 400183
Amtsgericht Sinsheim;Amtsgericht Sinsheim;"Amtsgericht Sinsheim
Werderstraße 12
74889 Sinsheim";Poststelle@agsinsheim.justiz.bwl.de;;(07261) 1510;(07261) 151101
Amtsgericht Sinzig ;"Amtsgericht Sinzig 
Postfach 11 90
53475 Sinzig";"Amtsgericht Sinzig 
Barbarossastraße 21
53489 Sinzig";AGSIN@ko.jm.rlp.de;http://www.AGSIN.justiz.rlp.de;(02642)97740;(02642)977450
Amtsgericht Soest ;"Amtsgericht Soest 
Postfach 11 18
59491 Soest";"Amtsgericht Soest 
Nöttenstraße 28
59494 Soest";poststelle@ag-soest.nrw.de;http://www.ag-soest.nrw.de;(02921)3980;(02921)398198
Amtsgericht Solingen ;"Amtsgericht Solingen 
Postfach 10 12 64
42612 Solingen";"Amtsgericht Solingen 
Goerdelerstraße 10
42651 Solingen";poststelle@ag-solingen.nrw.de;http://www.ag-solingen.nrw.de;(0212)22000;(0212)2200222
Amtsgericht Soltau ;"Amtsgericht Soltau 
Postfach 11 44
29601 Soltau";"Amtsgericht Soltau 
Rühberg 13-15
29614 Soltau";agsol-poststelle@justiz.niedersachsen.de;http://www.amtsgericht-soltau.niedersachsen.de;(05191)6950;(05191)695200
Amtsgericht Sömmerda ;"Amtsgericht Sömmerda 
Postfach 11 47
99601 Sömmerda";"Amtsgericht Sömmerda 
Weissenseer Straße 52
99610 Sömmerda";poststelle@agsoem.thueringen.de;;(03634)37070;(03634)370740
Amtsgericht Sondershausen ;"Amtsgericht Sondershausen 
Postfach 12 51
99702 Sondershausen";"Amtsgericht Sondershausen 
Ulrich-von-Hutten-Straße 2
99706 Sondershausen";Poststelle@agsdh.thueringen.de;;(03632)70660;(03632)706699
Amtsgericht Sonneberg ;Amtsgericht Sonneberg ;"Amtsgericht Sonneberg 
Untere Marktstraße 2
96515 Sonneberg";Poststelle@agson.thueringen.de;;(03675)8220;(03675)822222
Amtsgericht Sonthofen;Amtsgericht Sonthofen;"Amtsgericht Sonthofen
Prinz-Luitpold-Str. 2
87527 Sonthofen";Poststelle@ag.sf.bayern.de;;(08321)618-0;(08321)618-190
Amtsgericht Spaichingen ;Amtsgericht Spaichingen ;"Amtsgericht Spaichingen 
Hauptstraße 72
78549 Spaichingen";Poststelle@agspaichingen.justiz.bwl.de;;(07424) 95580;(07424) 955833
Amtsgericht Speyer ;"Amtsgericht Speyer 
Postfach 11 03
67321 Speyer";"Amtsgericht Speyer 
Wormser Straße 41
67346 Speyer";AGSP@zw.jm.rlp.de;http://www.AGSP.justiz.rlp.de;(06232)6090;(06232)609130
Amtsgericht Springe ;"Amtsgericht Springe 
Postfach 10 01 08
31813 Springe";"Amtsgericht Springe 
Zum Oberntor 2
31832 Springe";agspr-poststelle@justiz.niedersachsen.de;http://www.amtsgericht-springe.niedersachsen.de;(05041)20310;(05041)203190
Amtsgericht St. Blasien ;"Amtsgericht St. Blasien 
Postfach 12 06
79830 St. Blasien";"Amtsgericht St. Blasien 
Am Kurgarten 15
79837 St. Blasien";Poststelle@agstblasien.justiz.bwl.de;;(07672) 93120;(07672) 931230
Amtsgericht St. Ingbert ;"Amtsgericht St. Ingbert 
Postfach 11 20
66361 St. Ingbert";"Amtsgericht St. Ingbert 
Ensheimer Straße 2
66386 St. Ingbert";poststelle@agigb.justiz.saarland.de;http://www.ag-igb.saarland.de;(06894)98403;(06894)984202
Amtsgericht St. Wendel ;"Amtsgericht St. Wendel 
Postfach 11 40
66591 St. Wendel";"Amtsgericht St. Wendel 
Schorlemerstraße 33
66606 St. Wendel";poststelle@agwnd.justiz.saarland.de;http://www.ag-wnd.saarland.de;(06851)9080;(06851)70832
Amtsgericht Stade ;"Amtsgericht Stade 
Postfach 11 51
21651 Stade";"Amtsgericht Stade 
Wilhadikirchhof 1
21682 Stade";AGSTD-Poststelle@justiz.niedersachsen.de;http://www.amtsgericht-stade.niedersachsen.de;(04141)1071;(04141)107213
Amtsgericht Stadthagen ;Amtsgericht Stadthagen ;"Amtsgericht Stadthagen 
Enzer Straße 12
31655 Stadthagen";agshg-verwaltungspoststelle@justiz.niedersachsen.de;http://www.amtsgericht-stadthagen.niedersachsen.de;(05721)7860;(05721)78679
Amtsgericht Stadtroda ;Amtsgericht Stadtroda ;"Amtsgericht Stadtroda 
Schloßstraße 2
07646 Stadtroda";Poststelle@agsro.thueringen.de;;(036428)460;(036428)46639
Amtsgericht Starnberg ;"Amtsgericht Starnberg 
Postfach 11 01
82317 Starnberg";"Amtsgericht Starnberg 
Otto-Gaßner-Straße 2
82319 Starnberg";Poststelle@ag-sta.bayern.de;;(08151)3670;(08151)367184
Amtsgericht Staufen im Breisgau;"Amtsgericht Staufen im Breisgau
Postfach 11 63
79216 Staufen im Breisgau";"Amtsgericht Staufen im Breisgau
Hauptstraße 9
79219 Staufen im Breisgau";Poststelle@agstaufen.justiz.bwl.de;;(07633) 95000;(07633) 950099
Amtsgericht Steinfurt ;"Amtsgericht Steinfurt 
Postfach 11 40
48541 Steinfurt";"Amtsgericht Steinfurt 
Gerichtstraße 2
48565 Steinfurt";poststelle@ag-steinfurt.nrw.de;http://www.ag-steinfurt.nrw.de;(02551)660;(02551)66155
Amtsgericht Stendal ;"Amtsgericht Stendal 
Postfach 10 11 55
39551 Stendal";"Amtsgericht Stendal 
Scharnhorststraße 40
39576 Stendal";Poststelle@ag-sdl.justiz.sachsen-anhalt.de;http://www.justiz.sachsen-anhalt.de/ag-sdl;(03931)580;(03931)582000 /582022
Amtsgericht Stockach ;Amtsgericht Stockach ;"Amtsgericht Stockach 
Tuttlinger Straße 8
78333 Stockach";Poststelle@agstockach.justiz.bwl.de;;(07771) 93820;(07771) 938240
Amtsgericht Stollberg ;"Amtsgericht Stollberg 
Postfach 12 29
09362 Stollberg";"Amtsgericht Stollberg 
Hauptmarkt 10
09366 Stollberg";verwaltung-agstl@agstl.justiz.sachsen.de;http://www.justiz.sachsen.de;(037296)7670;(037296)76718
Amtsgericht Stolzenau ;"Amtsgericht Stolzenau 
Postfach 11 42
31586 Stolzenau";"Amtsgericht Stolzenau 
Weserstraße 8 - 10
31592 Stolzenau";agsto-poststelle@justiz.niedersachsen.de;http://www.amtsgericht-stolzenau.niedersachsen.de;(05761)7090;(05761)70933
Amtsgericht Stralsund ;"Amtsgericht Stralsund 
Postfach 22 51
18409 Stralsund";"Amtsgericht Stralsund 
Bielkenhagen 9
18439 Stralsund";verwaltung@ag-stralsund.mv-justiz.de;;(03831)257300;(03831)257456
Amtsgericht Straubing ;"Amtsgericht Straubing 
Postfach 1 52
94301 Straubing";"Amtsgericht Straubing 
Kolbstraße 11
94315 Straubing";Poststelle@ag-sr.bayern.de;http://www.amtsgericht-straubing.de;(09421)9495;(09421)949650
Amtsgericht Strausberg;"Amtsgericht Strausberg
5331 Strausberg";"Amtsgericht Strausberg
Klosterstraße 13
15344 Strausberg";verwaltung@AGSRB.BRANDENBURG.DE;http://www.ag-strausberg.brandenburg.de;(03341)33120;(03341)3312190
Amtsgericht Stuttgart ;"Amtsgericht Stuttgart 
Postfach 10 60 08
70049 Stuttgart";"Amtsgericht Stuttgart 
Hauffstraße 5
70190 Stuttgart";Poststelle@agstuttgart.justiz.bwl.de;;(0711) 9210;(0711) 9210
Amtsgericht Stuttgart- Bad Cannstatt;"Amtsgericht Stuttgart- Bad Cannstatt
Postfach
70331 Stuttgart";"Amtsgericht Stuttgart- Bad Cannstatt
Badstraße 23
70372 Stuttgart";Poststelle@agbadcannstatt.justiz.de;;(0711) 50040;(0711) 5004185
Amtsgericht Suhl ;"Amtsgericht Suhl 
Postfach 30 03 62
98503 Suhl";"Amtsgericht Suhl 
Hölderlinstraße 1
98527 Suhl";Poststelle@agshl.thueringen.de;;(03681)734400;(03681)734409
Amtsgericht Sulingen ;"Amtsgericht Sulingen 
Postfach 13 20
27224 Sulingen";"Amtsgericht Sulingen 
Lange Straße 56
27232 Sulingen";poststelle@ag-su.niedersachsen.de;http://www.amtsgericht-sulingen.niedersachsen.de;(04271)8060;(04271)80639
Amtsgericht Syke ;"Amtsgericht Syke 
Postfach 11 65
28845 Syke";"Amtsgericht Syke 
Amtshof 2
28857 Syke";agsy-poststelle@justiz.niedersachsen.de;http://www.amtsgericht-syke.niedersachsen.de;(04242)1650;(04242)165100
Landgericht  Saarbrücken ;"Landgericht  Saarbrücken 
Postfach 10 15 52
66015 Saarbrücken";"Landgericht  Saarbrücken 
Franz-Josef-Röder- Str. 15
66119 Saarbrücken";poststelle@lg.justiz.saarland.de;http://www.lg-sb.saarland.de;(0681)50105;(0681)5015256
Landgericht  Schweinfurt ;"Landgericht  Schweinfurt 
Postfach 43 20
97411 Schweinfurt";"Landgericht  Schweinfurt 
Rüfferstraße 1
97421 Schweinfurt";Poststelle@lg-sw.bayern.de;http://www.justiz.bayern.de/gericht/lg/sw;(09721)5420;(09721)542290
Landgericht  Schwerin ;"Landgericht  Schwerin 
Postfach 01 10 43
19010 Schwerin";"Landgericht  Schwerin 
Demmlerplatz 14
19053 Schwerin";verwaltung@lg-schwerin.mv-justiz.de;;(0385)74150;(0385)7415183
Landgericht  Siegen ;"Landgericht  Siegen 
Postfach 10 12 63
57012 Siegen";"Landgericht  Siegen 
Berliner Straße 22
57072 Siegen";poststelle@lg-siegen.nrw.de;http://www.lg-siegen.nrw.de;(0271)33730;(0271)3373446
Landgericht  Stade ;"Landgericht  Stade 
Postfach 16 22
21656 Stade";"Landgericht  Stade 
Wilhadikirchhof 1
21682 Stade";lgstd-Poststelle@justiz.niedersachsen.de;http://www.landgericht-stade.niedersachsen.de;(04141)1071;(04141)107429
Landgericht  Stendal ;"Landgericht  Stendal 
Postfach 10 15 61
39555 Stendal";"Landgericht  Stendal 
Am Dom 19
39576 Stendal";Poststelle@lg-sdl.justiz.sachsen-anhalt.de;http://www.justiz.sachsen-anhalt.de/lg-sdl;(03931)580;(03931)581111 /581227
